Unnamed: 0,Name,Nachname Vorname,Nachname,Vorname,Geburtsdatum
11321,"Weichelt, Walther",Weichelt Walther,Weichelt,Walther,2. Mai 1866
11322,"Weichs, Gabriele Freiin von",Weichs Gabriele,Weichs,Gabriele,.
11323,"Weick, Georg",Weick Georg,Weick,Georg,3. August 1863
11324,"Weickum, Karl Franz",Weickum Karl Franz,Weickum,Karl Franz,1. Juli 1815
11325,"Weidang, K",Weidang K,Weidang,K,.
11326,"Weidemann, Hugo",Weidemann Hugo,Weidemann,Hugo,16. März 1857
11327,"Weidemann, Ludolf",Weidemann Ludolf,Weidemann,Ludolf,20. März 1849
11328,"Weiden, Otto von der",Weiden Otto,Weiden,Otto,.
11329,"Weidenmüller, Anna",Weidenmüller Anna,Weidenmüller,Anna,23. Mai 1854
11330,"Weidner, Otto",Weidner Otto,Weidner,Otto,.
11331,"Weigand, Wilhelm",Weigand Wilhelm,Weigand,Wilhelm,13. März 1832
11332,"Weigle, Gottlieb David Ludwig",Weigle Gottlieb David Ludwig,Weigle,Gottlieb David Ludwig,1. Juli 1816
11333,"Weihe, Martin Philipp",Weihe Martin Philipp,Weihe,Martin Philipp,.
11334,"Weil, Ritter von Weilen, Joseph",Weil Joseph,Weil,Joseph,.
11335,"Weil, Julius",Weil Julius,Weil,Julius,28. April1847
11336,"Weil, Karl",Weil Karl,Weil,Karl,.
11337,"Weil, Robert",Weil Robert,Weil,Robert,4. August1881
11338,"Weiland, Karl",Weiland Karl,Weiland,Karl,.
11339,"Weiland, Richard",Weiland Richard,Weiland,Richard,9. Juni 1829
11340,"Weilen, Joseph Ritter von",Weilen Joseph,Weilen,Joseph,28. Dezbr. 1828
11341,"Weiler, Ella",Weiler Ella,Weiler,Ella,.
11342,"Weiler, Wendelin",Weiler Wendelin,Weiler,Wendelin,4.Februar 1808
11343,"Weilhammer, Hans",Weilhammer Hans,Weilhammer,Hans,28. Mai 1867
11344,"Weilhart, Oskar",Weilhart Oskar,Weilhart,Oskar,.
11345,"Weill, Alexander",Weill Alexander,Weill,Alexander,10. Mai 1811
11346,"Weimar, A",Weimar A,Weimar,A,.
11347,"Weinberg, Gustav",Weinberg Gustav,Weinberg,Gustav,26. April 1856
11348,"Weinert, Louis",Weinert Louis,Weinert,Louis,11. Mai1875
11349,"Weingartner (Edler v. Münzberg), Felix",Weingartner (Edler v. Münzberg) Felix,Weingartner (Edler v. Münzberg),Felix,2. Juni 1863
11350,"Weingärtner, Joseph",Weingärtner Joseph,Weingärtner,Joseph,22. Januar 1805
11351,"Weinheimer, Hermann",Weinheimer Hermann,Weinheimer,Hermann,1. Jan. 1874
11352,"Weinholz, Heinrich Albert",Weinholz Heinrich Albert,Weinholz,Heinrich Albert,21. Juli 1822
11353,"Weinland, Christoph David Friedrich",Weinland Christoph David Friedrich,Weinland,Christoph David Friedrich,30. Aug. 1829
11354,"Weinlich, Luise",Weinlich Luise,Weinlich,Luise,4.Septbr. 1897
11355,"Weinmeister, Paul",Weinmeister Paul,Weinmeister,Paul,5.Februar 1856
11356,"Weinold, Siegfried Johannes",Weinold Siegfried Johannes,Weinold,Siegfried Johannes,24. Nov. 1872
11357,"Weinrich, Dora",Weinrich Dora,Weinrich,Dora,.
11358,"Weinschenk, Jakob Hugo",Weinschenk Jakob Hugo,Weinschenk,Jakob Hugo,28. Mai 1879
11359,"Weinstein, Max B",Weinstein Max B,Weinstein,Max B,1. September 1852
11360,"Weis, Alfred",Weis Alfred,Weis,Alfred,13. Dezbr.1856
11361,"Weis, Gottlieb Wenzeslaus",Weis Gottlieb Wenzeslaus,Weis,Gottlieb Wenzeslaus,9. Jan. 1810
11362,"Weis, Ludwig",Weis Ludwig,Weis,Ludwig,5. Aug.1830
11363,"Weise, Hermann Karl",Weise Hermann Karl,Weise,Hermann Karl,3. Aug. 1830
11364,"Weise, Karl",Weise Karl,Weise,Karl,19. Novbr. 1813
11365,"Weise, Klara",Weise Klara,Weise,Klara,. November 1823
11366,"Weise, Lisa",Weise Lisa,Weise,Lisa,.
11367,"Weiser, Karl",Weiser Karl,Weiser,Karl,29. Juli1848
11368,"Weiser, Karl",Weiser Karl,Weiser,Karl,22. Oktbr.1855
11369,"Weiskirch, Johanna",Weiskirch Johanna,Weiskirch,Johanna,25. Dezember 1866
11370,"Weislein, Karl",Weislein Karl,Weislein,Karl,14. April1863
11371,"Weismann, Heinrich",Weismann Heinrich,Weismann,Heinrich,23. August 1808
11372,"Weismüller, Auguste",Weismüller Auguste,Weismüller,Auguste,.
11373,"Weiß, F. G. Adolf",Weiß F. G. Adolf,Weiß,F. G. Adolf,24.Oktbr. 1839
11374,"Weiß, Albert",Weiß Albert,Weiß,Albert,28. Aug.1831
11375,"Weiß, Bruno",Weiß Bruno,Weiß,Bruno,9. Juni1852
11376,"Weiß, Andreas Chistoph Philipp",Weiß Andreas Chistoph Philipp,Weiß,Andreas Chistoph Philipp,21. Oktober 1813
11377,"Weiß, Emil Rudolf",Weiß Emil Rudolf,Weiß,Emil Rudolf,12. Oktbr. 1875
11378,"Weiß, Gebhard",Weiß Gebhard,Weiß,Gebhard,3. Jan.1800
11379,"Weiß, John Gustav",Weiß John Gustav,Weiß,John Gustav,21. Aug. 1857
11380,"Weiß, Heinrich",Weiß Heinrich,Weiß,Heinrich,11. Juli1879
11381,"Weiß, Jsidor",Weiß Jsidor,Weiß,Jsidor,15. Juni1861
11382,"Weiß, Julian",Weiß Julian,Weiß,Julian,1. Novbr.1858
11383,"Weiß, Karl",Weiß Karl,Weiß,Karl,27. Oktbr.1901
11384,"Weiß jun., Karl",Weiß Karl,Weiß,Karl,27.Dezember 1867
11385,"Weiß, Karl Franz Joseph",Weiß Karl Franz Joseph,Weiß,Karl Franz Joseph,1.Oktbr. 1893
11386,"Weiß, Karoline",Weiß Karoline,Weiß,Karoline,.
11387,"Weiß, Milka",Weiß Milka,Weiß,Milka,.
11388,"Weiß, Samuel Ami",Weiß Samuel Ami,Weiß,Samuel Ami,19. Jan. 1858
11389,"Weiß, Edler von Starkenfels, Viktor",Weiß Viktor,Weiß,Viktor,.
11390,"Weißbrodt, Johannes",Weißbrodt Johannes,Weißbrodt,Johannes,29. Juni 1830
11391,"Weiße, Arnold",Weiße Arnold,Weiße,Arnold,28.Aug. 1842
11392,"Weiße, Robert",Weiße Robert,Weiße,Robert,9. Juli 1874
11393,"Weißel, Ludwig",Weißel Ludwig,Weißel,Ludwig,16. Januar1886
11394,"Weißenborn, Elisabeth",Weißenborn Elisabeth,Weißenborn,Elisabeth,.
11395,"Weißenburg, Camillo",Weißenburg Camillo,Weißenburg,Camillo,.
11396,"Weißenhofer, Robert",Weißenhofer Robert,Weißenhofer,Robert,30. März 1900
11397,"Weißenthurn, M. v., d. i. Maximiliane Franul von Weißenthurn",Weißenthurn Maximiliane,Weißenthurn,Maximiliane,1. März 1851
11398,"Weißenturn, Emil",Weißenturn Emil,Weißenturn,Emil,20. August 1852
11399,"Weisser, Adolf",Weisser Adolf,Weisser,Adolf,30.Juli 1815
11400,"Weißer, Anna",Weißer Anna,Weißer,Anna,5. Juli1855
11401,"Weißl, August",Weißl August,Weißl,August,15.März 1871
11402,"Weitbrecht, Gottlieb Friedrich",Weitbrecht Gottlieb Friedrich,Weitbrecht,Gottlieb Friedrich,4. Juni 1840
11403,"Weitbrecht, Karl",Weitbrecht Karl,Weitbrecht,Karl,8.Dezember 1847
11404,"Weitbrecht, Richard",Weitbrecht Richard,Weitbrecht,Richard,20. Febr. 1851
11405,"Weiter, Gotthelf",Weiter Gotthelf,Weiter,Gotthelf,.
11406,"Weitershausen, Karl",Weitershausen Karl,Weitershausen,Karl,11. November 1811
11407,"Weith, Hans",Weith Hans,Weith,Hans,.
11408,"Weitling (richtiger eigentlich: Weidling), Wilhelm Christian",Weitling Wilhelm Christian,Weitling,Wilhelm Christian,5. Oktober 1808
11409,"Weitz, Hans Philipp",Weitz Hans Philipp,Weitz,Hans Philipp,9. Jan. 1884
11410,"Weitz, Wilhelm",Weitz Wilhelm,Weitz,Wilhelm,.
11411,"Weitzenmiller, Marie",Weitzenmiller Marie,Weitzenmiller,Marie,12. Jan. 1838
11412,"Welcker, Bernhard Louis Armin Heinrich",Welcker Bernhard Louis Armin Heinrich,Welcker,Bernhard Louis Armin Heinrich,28. Dezbr. 1868
11413,"Welf, Paul",Welf Paul,Welf,Paul,.
11414,"Welge, Karl",Welge Karl,Welge,Karl,3. Dezbr. 1855
11415,"Weling, Anna Thekla von",Weling Anna Thekla,Weling,Anna Thekla,21. Mai1900
11416,"Wellberg, Hans",Wellberg Hans,Wellberg,Hans,.
11417,"Wellenkamp, Dorette",Wellenkamp Dorette,Wellenkamp,Dorette,.
11418,"Weller, A",Weller A,Weller,A,.
11419,"Weller, Lucian",Weller Lucian,Weller,Lucian,.
11420,"Wellmer, Arnold",Wellmer Arnold,Wellmer,Arnold,17.Oktbr. 1835
11421,"Wellmer, Meta",Wellmer Meta,Wellmer,Meta,August 1889
11422,"Wellnau, Rudolf",Wellnau Rudolf,Wellnau,Rudolf,.
11423,"Welper, Emil",Welper Emil,Welper,Emil,.
11424,"Wels, Erdmuthe von",Wels Erdmuthe,Wels,Erdmuthe,.
11425,"Wels, Heinrich",Wels Heinrich,Wels,Heinrich,.
11426,"Welten, Oskar",Welten Oskar,Welten,Oskar,26. Mai1894
11427,"Welten, Viktor",Welten Viktor,Welten,Viktor,.
11428,"Welter, Nikolaus",Welter Nikolaus,Welter,Nikolaus,2.Januar 1871
11429,"Weltner, Albert Joseph Anton",Weltner Albert Joseph Anton,Weltner,Albert Joseph Anton,6. Novbr. 1855
11430,"Weltzien, Otto",Weltzien Otto,Weltzien,Otto,18. Nov.1873
11431,"Welzhofer, Heinrich",Welzhofer Heinrich,Welzhofer,Heinrich,6. August 1851
11432,"Wenck, Woldemar Bernhard",Wenck Woldemar Bernhard,Wenck,Woldemar Bernhard,9. April 1819
11433,"Wenckstern, Adolf",Wenckstern Adolf,Wenckstern,Adolf,3. Oktbr. 1862
11434,"Wenckstern, Otto v",Wenckstern Otto,Wenckstern,Otto,25. April 1819
11435,"Wendebourg, Wilhelm",Wendebourg Wilhelm,Wendebourg,Wilhelm,21. Januar 1856
11436,"Wendel(-Schratz), Adelheid v",Wendel(-Schratz) Adelheid,Wendel(-Schratz),Adelheid,9. Novbr. 1843
11437,"Wendelin, R",Wendelin R,Wendelin,R,.
11438,"Wenden, Henry",Wenden Henry,Wenden,Henry,.
11439,"Wendland, Olga",Wendland Olga,Wendland,Olga,.
11440,"Wendlandt, Wilhelm",Wendlandt Wilhelm,Wendlandt,Wilhelm,30. Juli 1859
11441,"Wendler, Otto",Wendler Otto,Wendler,Otto,.
11442,"Wendling, Gertrud",Wendling Gertrud,Wendling,Gertrud,.
11443,"Wendriner, Richard",Wendriner Richard,Wendriner,Richard,Dezbr. 1865
11444,"Wendt, Agnes",Wendt Agnes,Wendt,Agnes,28. April 1839
11445,"Wendt, Karl Ernst Ferdinand Maria",Wendt Karl Ernst Ferdinand Maria,Wendt,Karl Ernst Ferdinand Maria,1. Novbr. 1839
11446,"Wendt, Hans",Wendt Hans,Wendt,Hans,23. Juni1878
11447,"Wendt, Johannes",Wendt Johannes,Wendt,Johannes,19.April 1874
11448,"Wendt, Paul Jaromar",Wendt Paul Jaromar,Wendt,Paul Jaromar,21. Mai 1840
11449,"Wengenmayr, Florian",Wengenmayr Florian,Wengenmayr,Florian,5. Mai 1863
11450,"Wenger, Lisa",Wenger Lisa,Wenger,Lisa,23. Januar 1858
11451,"Wengerhoff, Philipp",Wengerhoff Philipp,Wengerhoff,Philipp,.
11452,"Wengersky, Marie Luise Gräfin von",Wengersky Marie Luise,Wengersky,Marie Luise,3. August 1864
11453,"Wenghoffer, Klara",Wenghoffer Klara,Wenghoffer,Klara,.
11454,"Wengraf, Edmund",Wengraf Edmund,Wengraf,Edmund,9. Jan. 1860
11455,"Wengraf, Richard",Wengraf Richard,Wengraf,Richard,30.Septbr. 1875
11456,"Wenhart, Wenzel",Wenhart Wenzel,Wenhart,Wenzel,.
11457,"Weninger, Ludwig",Weninger Ludwig,Weninger,Ludwig,.
11458,"Wenkebach, Hermann",Wenkebach Hermann,Wenkebach,Hermann,3. März 1865
11459,"Wenng, Gustav",Wenng Gustav,Wenng,Gustav,29. April1870
11460,"Wenning, Johann Friedrich",Wenning Johann Friedrich,Wenning,Johann Friedrich,3. März 1806
11461,"Wentzel, Hans von",Wentzel Hans von,Wentzel,Hans von,1. April 1855
11462,"Wenz(-Enzio), Richard",Wenz(-Enzio) Richard,Wenz(-Enzio),Richard,.
11463,"Wenzel, Heinrich Christoph",Wenzel Heinrich Christoph,Wenzel,Heinrich Christoph, Mai 1829
11464,"Wenzel, Max Rudolf",Wenzel Max Rudolf,Wenzel,Max Rudolf,8. April 1879
11465,"Wenzlik, Theodor",Wenzlik Theodor,Wenzlik,Theodor,.
11466,"Wepler, Emilie",Wepler Emilie,Wepler,Emilie,8. Febr. 1826
11467,"Wera, Konstantinowna, Herzogin von Württemberg",Wera Konstantinowna,Wera,Konstantinowna,16. Febr. 1854
11468,"Werchota, Anna",Werchota Anna,Werchota,Anna,18.August 1853
11469,"Werder, Alfred",Werder Alfred,Werder,Alfred,.
11470,"Werder, Bertha",Werder Bertha,Werder,Bertha,.
11471,"Werder, Hans",Werder Hans,Werder,Hans,.
11472,"Werder, Dr",Werder Dr,Werder,Dr,.
11473,"Werder, Karl Friedrich",Werder Karl Friedrich,Werder,Karl Friedrich,13. Dezbr. 1806
11474,"Werder, Luise",Werder Luise,Werder,Luise,.
11475,"Werfer, Albert",Werfer Albert,Werfer,Albert,21. September 1885
11476,"Werherr, Armin",Werherr Armin,Werherr,Armin,.
11477,"Werkmann, Josef",Werkmann Josef,Werkmann,Josef,.
11478,"Wermert, Johann Georg Philipp",Wermert Johann Georg Philipp,Wermert,Johann Georg Philipp,12. Februar 1857
11479,"Wernau, Friedrich",Wernau Friedrich,Wernau,Friedrich,.
11480,"Werner, Adolf",Werner Adolf,Werner,Adolf,.
11481,"Werner, Alfred",Werner Alfred,Werner,Alfred,1. März1847
11482,"Werner, E. von",Werner E.,Werner,E.,.
11483,"Werner, E",Werner E,Werner,E,.
11484,"Werner, Franz",Werner Franz,Werner,Franz,11. Mai1862
11485,"Werner, Franz von",Werner Franz,Werner,Franz,.
11486,"Werner, Hedwig",Werner Hedwig,Werner,Hedwig,2. August 1847
11487,"Werner, Hermann Heinrich",Werner Hermann Heinrich,Werner,Hermann Heinrich,19. Januar 1882
11488,"Werner, Julie",Werner Julie,Werner,Julie,.
11489,"Werner, Maria",Werner Maria,Werner,Maria,.
11490,"Werner, Marie",Werner Marie,Werner,Marie,5. Jan.1860
11491,"Werner, Michael",Werner Michael,Werner,Michael, August 1857
11492,"Werner, Reinhold von",Werner Reinhold,Werner,Reinhold,10. Mai 1825
11493,"Werner, Christian Rudolf",Werner Christian Rudolf,Werner,Christian Rudolf,14. März 1861
11494,"Werner, Wilhelm",Werner Wilhelm,Werner,Wilhelm,30. März 1898
11495,"Werner, G. Heinr. Wilhelm",Werner G. Heinr. Wilhelm,Werner,G. Heinr. Wilhelm,25. Juli 1826
11496,"Wernher, Johanna",Wernher Johanna,Wernher,Johanna,.
11497,"Wernicke, Marie",Wernicke Marie,Wernicke,Marie,19.Juli 1850
11498,"Werningh, W",Werningh W,Werningh,W,.
11499,"Wertheim, Gertrud",Wertheim Gertrud,Wertheim,Gertrud,5. Dezbr. 1867
11500,"Wertheimer, Emanuel",Wertheimer Emanuel,Wertheimer,Emanuel,10. Mai 1846
11501,"Wertheimer, Joseph Ritter v",Wertheimer Joseph,Wertheimer,Joseph,15. März 1800
11502,"Wertheimer, Paul",Wertheimer Paul,Wertheimer,Paul,4.Febr. 1874
11503,"Werthenau, Hans von",Werthenau Hans,Werthenau,Hans,.
11504,"Werther, Karl Ludwig",Werther Karl Ludwig,Werther,Karl Ludwig,1. Dezbr. 1809
11505,"Werther, Julius von",Werther Julius,Werther,Julius,20. Mai 1838
11506,"Werther, Olga von",Werther Olga,Werther,Olga,.
11507,"Wesdorf, Friedrich",Wesdorf Friedrich,Wesdorf,Friedrich,.
11508,"Wesemael, Adele",Wesemael Adele,Wesemael,Adele,.
11509,"Wesemann, Franz",Wesemann Franz,Wesemann,Franz,Dezember 1888
11510,"Wesendonck, Mathilde",Wesendonck Mathilde,Wesendonck,Mathilde,23. Dezbr. 1828
11511,"Wesenfeld, Karl Ludwig",Wesenfeld Karl Ludwig,Wesenfeld,Karl Ludwig,30. März 1851
11512,"Wesenfeld, Paul",Wesenfeld Paul,Wesenfeld,Paul,22.Febr. 1834
11513,"West, Walter",West Walter,West,Walter,.
11514,"Westarp, Adolf Graf von",Westarp Adolf,Westarp,Adolf,21. April 1851
11515,"Westarp, Heinrich Anton Maria",Westarp Heinrich Anton Maria,Westarp,Heinrich Anton Maria,3. Jan. 1816
11516,"Westemeyer, Joseph",Westemeyer Joseph,Westemeyer,Joseph,25. März 1877
11517,"Westenberger, Bernhard",Westenberger Bernhard,Westenberger,Bernhard,8. Jan. 1863
11518,"Westenhöffer, Johannes",Westenhöffer Johannes,Westenhöffer,Johannes,23. Juni 1847
11519,"Westenholz, Friedrich Paul von",Westenholz Friedrich Paul,Westenholz,Friedrich Paul,30. Aug. 1859
11520,"Wester, Erwin",Wester Erwin,Wester,Erwin,.
11521,"Westermann, Albert",Westermann Albert,Westermann,Albert,4. Febr. 1841
11522,"Westhoff, Joseph Ferdinand",Westhoff Joseph Ferdinand,Westhoff,Joseph Ferdinand,18. Mai 1870
11523,"Westkirch, Luise",Westkirch Luise,Westkirch,Luise,8. Juli1853
11524,"Westland, Marie",Westland Marie,Westland,Marie,.
11525,"Westphal, August",Westphal August,Westphal,August,11.August 1848
11526,"Westritz, J",Westritz J,Westritz,J,.
11527,"Wette, Hermann",Wette Hermann,Wette,Hermann,16.Mai 1857
11528,"Wettern, Johann Heinrich von der",Wettern Johann Heinrich,Wettern,Johann Heinrich,15. Juni 1803
11529,"Wetzel, Franz",Wetzel Franz,Wetzel,Franz,24. Juni1888
11530,"Wetzlar, Leonhard",Wetzlar Leonhard,Wetzlar,Leonhard,27.April 1872
11531,"Wex, Joseph",Wex Joseph,Wex,Joseph,14. Nov.1834
11532,"Weyell, Philipp",Weyell Philipp,Weyell,Philipp,8. Jan.1824
11533,"Weyergang, Wilhelmine",Weyergang Wilhelmine,Weyergang,Wilhelmine,1. Oktbr. 1880
11534,"Weyermüller, Friedrich",Weyermüller Friedrich,Weyermüller,Friedrich,21. Septbr. 1810
11535,"Weyhe-Eimke, Arnold Karl Ferdinand Freiherr von",Weyhe-Eimke Arnold Karl Ferdinand,Weyhe-Eimke,Arnold Karl Ferdinand,8. Febr. 1830
11536,"Weyhrother, Klemens Ritter v",Weyhrother Klemens,Weyhrother,Klemens,10. Juni 1876
11537,"Weyl (eigentlich: Weil), Joseph",Weyl (eigentlich: Weil) Joseph,Weyl (eigentlich: Weil),Joseph,9. März 1821
11538,"Wibbelt, Augustin",Wibbelt Augustin,Wibbelt,Augustin,.
11539,"Wichers von Gogh, Otto",Wichers von Gogh Otto,Wichers von Gogh,Otto, Febr. 1894
11540,"Wichert, Ernst Alexander August George",Wichert Ernst Alexander August George,Wichert,Ernst Alexander August George,11. März 1831
11541,"Wichgraf, Martha",Wichgraf Martha,Wichgraf,Martha,.Oktober 1866
11542,"Wichmann, Elsbeth",Wichmann Elsbeth,Wichmann,Elsbeth,April 1884
11543,"Wichmann, Franz",Wichmann Franz,Wichmann,Franz,25. August 1859
11544,"Wichmann, Fritz",Wichmann Fritz,Wichmann,Fritz,10.Dezember 1870
11545,"Wichmann, Julius",Wichmann Julius,Wichmann,Julius,16. Novbr.1854
11546,"Wichmann (von Sebog und Glenz), Paul Viktor",Wichmann Paul Viktor,Wichmann,Paul Viktor,.
11547,"Wichner, Joseph",Wichner Joseph,Wichner,Joseph,23.Oktober 1852
11548,"Wichodil, Anna",Wichodil Anna,Wichodil,Anna,.
11549,"Wick, August",Wick August,Wick,August,18. Jan.1869
11550,"Wickede, Karl Friedrich von",Wickede Karl Friedrich,Wickede,Karl Friedrich,1. Aug. 1827
11551,"Wickede, Julius von",Wickede Julius,Wickede,Julius,11. Juli 1819
11552,"Wickenburg, Albrecht Graf von",Wickenburg Albrecht,Wickenburg,Albrecht,4. Dezbr. 1838
11553,"Wickenburg, Wilhelmine Gräfin",Wickenburg Wilhelmine,Wickenburg,Wilhelmine,8. April 1845
11554,"Wickenburg, Robert Graf",Wickenburg Robert,Wickenburg,Robert,5. Juni1874
11555,"Wickerhauser, Rudolf",Wickerhauser Rudolf,Wickerhauser,Rudolf,15. Septbr. 1817
11556,"Wickerode, Paul von",Wickerode Paul,Wickerode,Paul,.
11557,"Widdern, M",Widdern M,Widdern,M,.
11558,"Widenmann, Pauline",Widenmann Pauline,Widenmann,Pauline,.
11559,"Widmann, Christian Adolf Friedrich",Widmann Christian Adolf Friedrich,Widmann,Christian Adolf Friedrich,7. Mai 1818
11560,"Widmann, Joseph Viktor",Widmann Joseph Viktor,Widmann,Joseph Viktor,20. Febr. 1842
11561,"Widmann, Marie von",Widmann Marie,Widmann,Marie,.
11562,"Widmer, Leonhard",Widmer Leonhard,Widmer,Leonhard,19. Mai 1868
11563,"Wiechowsky, Wilhelmine",Wiechowsky Wilhelmine,Wiechowsky,Wilhelmine,1. Februar 1883
11564,"Wiedemann von Warnhelm, Adolf Ritter",Wiedemann von Warnhelm Adolf,Wiedemann von Warnhelm,Adolf,.
11565,"Wiederkehr, Xaver",Wiederkehr Xaver,Wiederkehr,Xaver,.
11566,"Wiedow, Ludwig",Wiedow Ludwig,Wiedow,Ludwig,14. März 1900
11567,"Wiegand, Artur",Wiegand Artur,Wiegand,Artur,2. Mai1871
11568,"Wiegand, F",Wiegand F,Wiegand,F,.
11569,"Wiegand, Karl Friedrich",Wiegand Karl Friedrich,Wiegand,Karl Friedrich,29. Januar 1877
11570,"Wiegand, Karl Arthur",Wiegand Karl Arthur,Wiegand,Karl Arthur, November 1879
11571,"Wiegershaus, Friedrich",Wiegershaus Friedrich,Wiegershaus,Friedrich,2. Juni 1877
11572,"Wiemann, Bernard",Wiemann Bernard,Wiemann,Bernard,31.Mai 1872
11573,"Wiemann, Th. G",Wiemann Th. G,Wiemann,Th. G,.
11574,"Wienand, Paul",Wienand Paul,Wienand,Paul,2. März1857
11575,"Wienbarg, Ludolf Christian",Wienbarg Ludolf Christian,Wienbarg,Ludolf Christian,25. Dezbr. 1802
11576,"Wiene, Karl",Wiene Karl,Wiene,Karl,8. Mai 1852
11577,"Wienenbrügge, Christian Hermann",Wienenbrügge Christian Hermann,Wienenbrügge,Christian Hermann,16. Jan. 1813
11578,"Wiener(-Braunsberg), Joseph",Wiener Joseph,Wiener,Joseph,12. Oktober 1866
11579,"Wiener, Morris",Wiener Morris,Wiener,Morris,15. Jan. 1812
11580,"Wiener, Oskar",Wiener Oskar,Wiener,Oskar,4. März1873
11581,"Wiener, Wilhelm",Wiener Wilhelm,Wiener,Wilhelm,16.Febr. 1833
11582,"Wiesberg, Wilhelm",Wiesberg Wilhelm,Wiesberg,Wilhelm,13.Septbr. 1850
11583,"Wiese, Ajo",Wiese Ajo,Wiese,Ajo,11. Dezbr. 1866
11584,"Wiese, L",Wiese L,Wiese,L,.
11585,"Wiese, Sigismund",Wiese Sigismund,Wiese,Sigismund, August 1864
11586,"Wiesen, V",Wiesen V,Wiesen,V,.
11587,"Wiesendanger, Martha",Wiesendanger Martha,Wiesendanger,Martha,24. Juni 1864
11588,"Wieser, Ritter von Mährenheim",Wieser ,Wieser,,3. Januar1813
11589,"Wieser, Joseph",Wieser Joseph,Wieser,Joseph,12. Nov.1828
11590,"Wieser, Sebastian",Wieser Sebastian,Wieser,Sebastian,Januar 1879
11591,"Wiesing, Hans",Wiesing Hans,Wiesing,Hans,.
11592,"Wiesinger, Albert",Wiesinger Albert,Wiesinger,Albert,12.Aug. 1830
11593,"Wiesner, A. C",Wiesner A. C,Wiesner,A. C,.
11594,"Wiesner, Karl",Wiesner Karl,Wiesner,Karl,12. April1841
11595,"Wießner, Hermann",Wießner Hermann,Wießner,Hermann,16. Januar 1836
11596,"Wiest, Franz",Wiest Franz,Wiest,Franz,1. Juni 1847
11597,"Wietholz, Margarete",Wietholz Margarete,Wietholz,Margarete,.
11598,"Wietzke, Emma",Wietzke Emma,Wietzke,Emma,24.Dezbr. 1863
11599,"Wigand, Marie Auguste",Wigand Marie Auguste,Wigand,Marie Auguste,6. Novbr. 1853
11600,"Wigand, Curt",Wigand Curt,Wigand,Curt,28.März 1865
11601,"Wigand, Johanna Elisabeth",Wigand Johanna Elisabeth,Wigand,Johanna Elisabeth,19. Januar 1833
11602,"Wigger, Hedwig",Wigger Hedwig,Wigger,Hedwig,.
11603,"Wihl, Ludwig",Wihl Ludwig,Wihl,Ludwig,16. Januar 1882
11604,"Wilbrandt, Adolf v",Wilbrandt Adolf,Wilbrandt,Adolf,24. Aug. 1837
11605,"Wilcken, Amanda",Wilcken Amanda,Wilcken,Amanda,16.Januar 1853
11606,"Wild, C",Wild C,Wild,C,.
11607,"Wild, Christoph",Wild Christoph,Wild,Christoph,.
11608,"Wild, Hermine",Wild Hermine,Wild,Hermine,.
11609,"Wild, Jrene",Wild Jrene,Wild,Jrene,.
11610,"Wild, Michael Karl",Wild Michael Karl,Wild,Michael Karl,17.August 1837
11611,"Wild, Robert",Wild Robert,Wild,Robert,.
11612,"Wild-Queisner, Rob",Wild-Queisner Rob,Wild-Queisner,Rob,.
11613,"Wilda, Oskar",Wilda Oskar,Wilda,Oskar,31. Dezbr. 1862
11614,"Wilda, Johannes Wilhelm",Wilda Johannes Wilhelm,Wilda,Johannes Wilhelm,22. Februar 1852
11615,"Wildau, Ernst",Wildau Ernst,Wildau,Ernst,.
11616,"Wildberg, Bodo",Wildberg Bodo,Wildberg,Bodo,.
11617,"Wilden, Josephus",Wilden Josephus,Wilden,Josephus,.
11618,"Wildenbruch, Ernst von",Wildenbruch Ernst von,Wildenbruch,Ernst von,3. Februar1845
11619,"Wildenfels, Kurt von",Wildenfels Kurt von,Wildenfels,Kurt von,.
11620,"Wildenhahn, Karl August",Wildenhahn Karl August,Wildenhahn,Karl August, Febr. 1805
11621,"Wildenradt, Johannes von",Wildenradt Johannes,Wildenradt,Johannes,3. Nov. 1845
11622,"Wildensinn, Hans",Wildensinn Hans,Wildensinn,Hans,8.August 1867
11623,"Wildermann, Ferdinand",Wildermann Ferdinand,Wildermann,Ferdinand,3. Januar 1867
11624,"Wildermuth, Adelheid",Wildermuth Adelheid,Wildermuth,Adelheid,3. Febr. 1848
11625,"Wildermuth, Ottilie",Wildermuth Ottilie,Wildermuth,Ottilie,22. Februar 1817
11626,"Wildgans, Anton",Wildgans Anton,Wildgans,Anton,17.April 1881
11627,"Wildgruber, Adolf",Wildgruber Adolf,Wildgruber,Adolf,26. August 1820
11628,"Wildhagen, Else",Wildhagen Else,Wildhagen,Else,10. Jan.1863
11629,"Wildling, Otto",Wildling Otto,Wildling,Otto,.
11630,"Wildt, Franz X",Wildt Franz X,Wildt,Franz X,17. Jan.1868
11631,"Wilferth, Ferdinand",Wilferth Ferdinand,Wilferth,Ferdinand,11. Mai 1829
11632,Wilfried von der Neun,Wilfried von der Neun ,Wilfried von der Neun,,.
11633,"Wilhelm, Georg",Wilhelm Georg,Wilhelm,Georg,.
11634,"Wilhelm, Karl",Wilhelm Karl,Wilhelm,Karl,25. Juni1874
11635,"Wilhelm, Karl",Wilhelm Karl,Wilhelm,Karl,.
11636,"Wilhelm, Karl",Wilhelm Karl,Wilhelm,Karl,.
